Date,Return,Centered,Abs Value
10/12/2020,0.016418713,1.561648768,1.561648768
10/13/2020,-0.006306908,-0.710913334,0.710913334
10/14/2020,-0.006623139,-0.742536429,0.742536429
10/15/2020,-0.001527803,-0.233002831,0.233002831
10/16/2020,0.000134928,-0.066729748,0.066729748
10/19/2020,-0.016329823,-1.713204826,1.713204826
10/20/2020,0.004727277,0.392505152,0.392505152
10/21/2020,-0.002195683,-0.299790844,0.299790844
10/22/2020,0.005218945,0.441671993,0.441671993
10/23/2020,0.00344579,0.264356417,0.264356417
10/26/2020,-0.018589538,-1.939176371,1.939176371
10/27/2020,-0.003025607,-0.382783285,0.382783285
10/28/2020,-0.035287907,-3.60901323,3.60901323
10/29/2020,0.011947307,1.114508167,1.114508167
10/30/2020,-0.012129506,-1.293173172,1.293173172
11/2/2020,0.012318193,1.151596804,1.151596804
11/3/2020,0.017757021,1.695479519,1.695479519
11/4/2020,0.02208951,2.128728426,2.128728426
11/5/2020,0.019460191,1.865796552,1.865796552
11/6/2020,-0.000287712,-0.108993785,0.108993785
11/9/2020,0.011699872,1.089764689,1.089764689
11/10/2020,-0.001399803,-0.220202829,0.220202829
11/11/2020,0.007651888,0.684966298,0.684966298
11/12/2020,-0.009978559,-1.078078484,1.078078484
11/13/2020,0.013610366,1.280814037,1.280814037
11/16/2020,0.011648048,1.084582275,1.084582275
11/17/2020,-0.004791958,-0.559418334,0.559418334
11/18/2020,-0.011563832,-1.236605786,1.236605786
11/19/2020,0.003946421,0.314419516,0.314419516
11/20/2020,-0.006792541,-0.759476678,0.759476678
11/23/2020,0.005635917,0.48336915,0.48336915
11/24/2020,0.016161718,1.535949235,1.535949235
11/25/2020,-0.001584416,-0.238664096,0.238664096
11/27/2020,0.002396925,0.159469987,0.159469987
11/30/2020,-0.00459549,-0.539771516,0.539771516
12/1/2020,0.011271168,1.04689425,1.04689425
12/2/2020,0.001791151,0.098892528,0.098892528
12/3/2020,-0.000624147,-0.142637202,0.142637202
12/4/2020,0.008836235,0.803400966,0.803400966
12/7/2020,-0.001935595,-0.273782094,0.273782094
12/8/2020,0.002787137,0.198491201,0.198491201
12/9/2020,-0.00794922,-0.875144552,0.875144552
12/10/2020,-0.001285116,-0.208734152,0.208734152
12/11/2020,-0.00126496,-0.206718551,0.206718551
12/14/2020,-0.004359267,-0.516149237,0.516149237
12/15/2020,0.012921214,1.211898886,1.211898886
12/16/2020,0.001772848,0.097062264,0.097062264
12/17/2020,0.005757639,0.495541335,0.495541335
12/18/2020,-0.0035111,-0.431332558,0.431332558
12/21/2020,-0.003906282,-0.470850704,0.470850704
12/22/2020,-0.002073117,-0.287534205,0.287534205
12/23/2020,0.000745811,-0.00564142,0.00564142
12/24/2020,0.003536576,0.273435033,0.273435033
12/28/2020,0.008722516,0.792029052,0.792029052
12/29/2020,-0.002227362,-0.302958774,0.302958774
12/30/2020,0.001341547,0.053932173,0.053932173
12/31/2020,0.006438838,0.563661229,0.563661229
